Filename	HiF	LoF	Species Manual ID	SppAccp	#Maj	#Accp	~Spp	1st	2nd	3rd	4th	Fc mean	Fc StdDev	Dur mean	Dur StdDev	calls/sec	mean HiFreq	mean LoFreq	mean UpprSlp	mean LwrSlp	mean TotalSlp	mean PrecedingIntvl	ParentDir	NextDirUp	FileLength(sec)	Version	AccpQuality	Max#CallsConsidered
AMPHIT1_20140707_220355.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140707_220619.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140707_220923.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140707_221419.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140707_221459.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140707_221531.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140707_221555.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140707_221659.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140707_221755.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140707_222755.wav	1	x		x	x	x	x	x	x	x	x	x	x	x	x	13.24	67.29	42.36	16.72	7.30	11.56	75.54	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140707_222827.wav	1	x		x	1	1	Myci	Myci	x	x	x	41.28	1.48	2.89	0.59	13.11	105.82	39.81	28.46	4.97	13.01	76.27	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140707_222947.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140707_223003.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140707_223315.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140707_223523.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140707_223651.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140707_224555.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140707_224851.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140707_225011.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140707_225051.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140707_225923.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140707_230627.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140707_230835.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_170914.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_170930.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_170938.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_171034.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_171050.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
